Order_ID,Order_Date,Ship_Date,Customer_ID,Segment,Region,State,Category,Sub_Category,Sales,Quantity,Discount,Profit
CA-1449,2023-04-09,2023-04-13,CG-8493,Corporate,South,California,Technology,Machines,1057.63,1,0.12,191.37
CA-1450,2023-01-08,2023-01-11,CG-1242,Consumer,South,Florida,Technology,Phones,1241.29,4,0.21,143.81
CA-1451,2023-10-02,2023-10-08,CG-6162,Home Office,West,New York,Furniture,Chairs,135.97,6,0.09,21.12
CA-1452,2023-07-30,2023-08-07,CG-7578,Corporate,East,Michigan,Technology,Machines,736.54,9,0.03,67.24
CA-1453,2023-09-25,2023-10-02,CG-1941,Corporate,South,Texas,Office Supplies,Labels,466.95,2,0.15,73.48
CA-1454,2023-08-18,2023-08-19,CG-5362,Corporate,Central,California,Technology,Copiers,1180.59,4,0.22,-11.36
CA-1455,2023-12-25,2023-12-29,CG-1599,Consumer,Central,Texas,Office Supplies,Art,175.28,3,0.27,-29.29
CA-1456,2023-07-27,2023-08-05,CG-9557,Consumer,West,Illinois,Office Supplies,Art,172.36,6,0.19,32.88
CA-1457,2023-05-02,2023-05-08,CG-8008,Consumer,South,Illinois,Technology,Machines,1252.18,9,0.11,6.59
CA-1458,2023-06-13,2023-06-16,CG-1946,Corporate,Central,California,Technology,Copiers,405.45,4,0.12,5.81
CA-1459,2023-12-24,2023-12-29,CG-2192,Corporate,Central,Texas,Office Supplies,Supplies,408.72,7,0.19,78.37
CA-1460,2023-11-26,2023-12-05,CG-2539,Home Office,Central,Illinois,Office Supplies,Art,435.4,1,0.04,78.14
CA-1461,2023-05-12,2023-05-18,CG-3339,Corporate,Central,California,Technology,Machines,854.56,3,0.03,120.78
CA-1462,2023-09-01,2023-09-10,CG-6037,Corporate,Central,Florida,Furniture,Furnishings,881.69,4,0.18,64.17
CA-1463,2023-02-08,2023-02-17,CG-2478,Corporate,East,Ohio,Technology,Machines,1334.17,4,0.24,-69.27
CA-1464,2023-09-10,2023-09-11,CG-9210,Home Office,East,Texas,Technology,Machines,518.88,6,0.18,82.76
CA-1465,2023-04-11,2023-04-13,CG-4494,Home Office,East,Illinois,Office Supplies,Storage,448.58,5,0.24,22.25
CA-1466,2023-09-03,2023-09-08,CG-9465,Home Office,West,California,Technology,Machines,832.78,2,0.19,17.57
CA-1467,2023-09-16,2023-09-23,CG-7748,Home Office,East,Florida,Office Supplies,Storage,453.71,4,0.06,54.23
CA-1468,2023-01-22,2023-01-24,CG-6798,Home Office,East,Texas,Furniture,Bookcases,937.99,7,0.07,267.95
CA-1469,2023-08-12,2023-08-15,CG-9671,Home Office,West,California,Office Supplies,Storage,411.61,5,0.18,60.84
CA-1470,2023-11-26,2023-12-03,CG-9226,Corporate,South,Georgia,Furniture,Bookcases,328.71,3,0.22,-16.25
CA-1471,2023-01-06,2023-01-12,CG-1556,Consumer,West,New York,Technology,Copiers,687.12,4,0.14,-27.57
CA-1472,2023-05-16,2023-05-23,CG-5321,Consumer,South,Michigan,Furniture,Furnishings,461.35,5,0.01,52.96
CA-1473,2023-10-05,2023-10-13,CG-2689,Consumer,West,Florida,Furniture,Tables,1424.36,8,0.09,48.67
CA-1474,2023-11-30,2023-12-09,CG-2819,Consumer,South,New York,Office Supplies,Labels,367.11,9,0.04,63.1
CA-1475,2023-05-26,2023-06-04,CG-6089,Home Office,Central,New York,Technology,Phones,947.8,4,0.17,-63.71
CA-1476,2023-11-19,2023-11-27,CG-9558,Corporate,Central,Michigan,Technology,Machines,1082.74,5,0.03,134.93
CA-1477,2023-12-04,2023-12-06,CG-6266,Corporate,South,Illinois,Office Supplies,Labels,461.99,2,0.19,48.93
CA-1478,2023-02-04,2023-02-11,CG-7869,Consumer,East,Ohio,Office Supplies,Art,367.82,8,0.12,37.92
CA-1479,2023-05-31,2023-06-08,CG-4197,Corporate,South,Texas,Technology,Copiers,956.02,1,0.25,87.44
CA-1480,2023-06-26,2023-07-01,CG-7453,Corporate,South,Texas,Technology,Accessories,1027.36,6,0.12,138.76
CA-1481,2023-05-30,2023-06-02,CG-5758,Consumer,East,Michigan,Technology,Accessories,1229.22,8,0.04,226.74
CA-1482,2023-04-25,2023-05-02,CG-6014,Home Office,South,Georgia,Office Supplies,Storage,300.95,7,0.07,67.3
CA-1483,2023-12-13,2023-12-15,CG-5340,Home Office,South,Michigan,Technology,Machines,1051.45,4,0.21,-11.18
CA-1484,2023-04-19,2023-04-28,CG-9219,Home Office,West,Texas,Furniture,Chairs,716.75,4,0.08,105.6
CA-1485,2023-01-25,2023-01-27,CG-2378,Consumer,East,New York,Furniture,Chairs,1128.45,2,0.28,-146.83
CA-1486,2023-08-13,2023-08-21,CG-3476,Home Office,East,Michigan,Furniture,Furnishings,670.31,3,0.27,-73.79
CA-1487,2023-05-06,2023-05-08,CG-8209,Consumer,Central,Texas,Furniture,Bookcases,1231.75,9,0.22,183.48
CA-1488,2023-12-02,2023-12-10,CG-7191,Home Office,East,Texas,Furniture,Chairs,931.67,5,0.13,145.97
CA-1489,2023-02-08,2023-02-17,CG-7297,Corporate,Central,Michigan,Furniture,Chairs,946.78,4,0.19,100.22
CA-1490,2023-07-28,2023-07-31,CG-7915,Consumer,Central,Illinois,Technology,Phones,1216.26,2,0.27,96.15
CA-1491,2023-04-19,2023-04-28,CG-8465,Home Office,Central,Georgia,Office Supplies,Supplies,449.72,5,0.0,166.71
CA-1492,2023-06-13,2023-06-21,CG-1571,Consumer,Central,Illinois,Office Supplies,Supplies,381.44,4,0.15,57.4
CA-1493,2023-10-06,2023-10-13,CG-8601,Home Office,West,Georgia,Furniture,Tables,623.53,5,0.23,48.47
CA-1494,2023-10-03,2023-10-10,CG-3933,Consumer,West,Texas,Furniture,Chairs,699.46,7,0.15,29.6
CA-1495,2023-12-06,2023-12-11,CG-2515,Home Office,East,New York,Technology,Machines,557.54,8,0.25,50.71
CA-1496,2023-02-04,2023-02-11,CG-6109,Corporate,West,New York,Office Supplies,Supplies,194.57,3,0.24,26.19
CA-1497,2023-08-20,2023-08-23,CG-4992,Corporate,Central,Michigan,Technology,Machines,1182.66,7,0.26,85.42
CA-1498,2023-01-06,2023-01-14,CG-8037,Corporate,South,Ohio,Furniture,Tables,564.26,1,0.2,-17.73
CA-1499,2023-10-11,2023-10-14,CG-5922,Home Office,East,Illinois,Office Supplies,Labels,476.67,5,0.2,-16.26
CA-1500,2023-11-24,2023-11-27,CG-1378,Corporate,South,Georgia,Furniture,Chairs,1087.06,8,0.2,-30.03
CA-1501,2023-09-03,2023-09-11,CG-7004,Home Office,South,California,Technology,Copiers,1728.38,7,0.05,519.29
CA-1502,2023-06-27,2023-07-01,CG-6806,Consumer,West,New York,Technology,Phones,1029.62,5,0.29,87.9
CA-1503,2023-04-09,2023-04-13,CG-6969,Corporate,South,Michigan,Furniture,Chairs,608.18,1,0.09,30.71
CA-1504,2023-02-19,2023-02-25,CG-5482,Corporate,East,Georgia,Technology,Machines,829.63,2,0.19,-6.84
CA-1505,2023-07-09,2023-07-18,CG-5174,Corporate,Central,Michigan,Furniture,Furnishings,1493.66,4,0.16,342.73
CA-1506,2023-08-24,2023-09-02,CG-5435,Consumer,East,Texas,Office Supplies,Labels,441.16,9,0.04,155.87
CA-1507,2023-03-26,2023-03-31,CG-1596,Corporate,South,Illinois,Office Supplies,Art,340.04,1,0.08,10.46
CA-1508,2023-12-16,2023-12-22,CG-7852,Consumer,South,California,Furniture,Chairs,1388.97,3,0.02,201.2
CA-1509,2023-07-04,2023-07-06,CG-3925,Consumer,South,Florida,Office Supplies,Supplies,147.88,2,0.05,12.68
CA-1510,2023-04-07,2023-04-09,CG-2567,Home Office,West,Georgia,Furniture,Chairs,266.8,4,0.07,13.14
CA-1511,2023-06-10,2023-06-19,CG-3741,Home Office,Central,Florida,Office Supplies,Art,124.04,7,0.23,-5.3
CA-1512,2023-04-23,2023-04-28,CG-5961,Home Office,South,Illinois,Office Supplies,Storage,432.11,7,0.2,-39.74
CA-1513,2023-11-10,2023-11-14,CG-7637,Home Office,South,Michigan,Office Supplies,Art,285.59,6,0.07,53.39
CA-1514,2023-11-01,2023-11-05,CG-7103,Corporate,South,Illinois,Furniture,Tables,583.81,3,0.04,40.24
CA-1515,2023-11-24,2023-11-25,CG-7429,Corporate,West,California,Technology,Accessories,536.82,9,0.09,73.98
CA-1516,2023-01-22,2023-01-26,CG-5493,Corporate,West,New York,Furniture,Tables,249.52,2,0.09,24.98
CA-1517,2023-07-26,2023-08-03,CG-7996,Corporate,South,Michigan,Technology,Accessories,787.31,2,0.27,-91.16
CA-1518,2023-07-17,2023-07-22,CG-1585,Consumer,South,California,Technology,Phones,1747.36,6,0.0,436.08
CA-1519,2023-07-11,2023-07-12,CG-9518,Consumer,South,Georgia,Technology,Copiers,1290.67,2,0.11,135.37
CA-1520,2023-04-06,2023-04-09,CG-9320,Corporate,East,Texas,Furniture,Chairs,804.68,6,0.2,21.68
CA-1521,2023-08-27,2023-09-01,CG-4918,Corporate,East,New York,Office Supplies,Art,212.62,7,0.29,-26.0
CA-1522,2023-02-13,2023-02-14,CG-8776,Home Office,Central,Illinois,Technology,Copiers,408.48,5,0.04,117.11
CA-1523,2023-12-02,2023-12-09,CG-3728,Corporate,South,Michigan,Office Supplies,Storage,177.87,3,0.06,15.33
CA-1524,2023-05-31,2023-06-07,CG-3565,Home Office,East,Michigan,Technology,Machines,1863.33,9,0.1,174.55
CA-1525,2023-04-13,2023-04-20,CG-6801,Corporate,East,Ohio,Furniture,Tables,438.57,1,0.06,49.22
CA-1526,2023-11-03,2023-11-11,CG-7257,Consumer,Central,Georgia,Office Supplies,Labels,359.21,2,0.14,25.76
CA-1527,2023-07-18,2023-07-27,CG-4237,Home Office,Central,Ohio,Technology,Machines,768.98,9,0.18,-8.23
CA-1528,2023-02-10,2023-02-18,CG-8127,Corporate,Central,California,Furniture,Furnishings,1375.16,2,0.12,74.92
CA-1529,2023-05-17,2023-05-21,CG-1151,Consumer,West,Illinois,Office Supplies,Supplies,294.97,5,0.16,59.39
CA-1530,2023-03-15,2023-03-16,CG-8505,Corporate,East,Michigan,Furniture,Chairs,558.97,9,0.27,-74.12
CA-1531,2023-02-16,2023-02-25,CG-1153,Consumer,South,New York,Technology,Copiers,608.56,3,0.03,133.93
CA-1532,2023-06-23,2023-06-24,CG-5272,Corporate,Central,Illinois,Technology,Machines,1851.0,3,0.17,292.39
CA-1533,2023-07-03,2023-07-06,CG-3349,Home Office,West,Georgia,Office Supplies,Labels,493.03,4,0.28,2.3
CA-1534,2023-12-22,2023-12-30,CG-4228,Consumer,East,Ohio,Furniture,Chairs,128.03,6,0.2,4.22
CA-1535,2023-12-14,2023-12-20,CG-1723,Home Office,West,Ohio,Technology,Machines,567.32,7,0.15,-21.19
CA-1536,2023-03-04,2023-03-07,CG-4661,Consumer,East,New York,Office Supplies,Art,404.75,1,0.27,-4.81
CA-1537,2023-08-04,2023-08-06,CG-7273,Corporate,West,Florida,Office Supplies,Art,488.87,7,0.12,12.32
CA-1538,2023-03-25,2023-03-29,CG-2532,Home Office,East,New York,Technology,Copiers,1461.56,4,0.13,98.42
CA-1539,2023-08-26,2023-09-01,CG-6190,Consumer,Central,Florida,Office Supplies,Art,170.64,6,0.18,6.64
CA-1540,2023-02-17,2023-02-20,CG-2410,Corporate,Central,New York,Furniture,Bookcases,217.97,7,0.25,-21.74
CA-1541,2023-03-10,2023-03-17,CG-5517,Consumer,West,California,Technology,Accessories,553.68,1,0.16,93.56
CA-1542,2023-11-24,2023-12-02,CG-4240,Consumer,South,Georgia,Office Supplies,Labels,362.43,6,0.16,7.03
CA-1543,2023-01-10,2023-01-11,CG-6204,Consumer,South,Ohio,Technology,Accessories,1068.09,7,0.18,-32.36
CA-1544,2023-08-02,2023-08-11,CG-4518,Corporate,West,New York,Office Supplies,Supplies,383.48,2,0.06,54.98
CA-1545,2023-05-20,2023-05-29,CG-7620,Corporate,Central,Texas,Technology,Copiers,1134.76,5,0.24,-97.38
CA-1546,2023-12-28,2024-01-03,CG-6413,Corporate,West,Ohio,Furniture,Furnishings,585.8,7,0.27,-30.27
CA-1547,2023-09-03,2023-09-09,CG-9084,Corporate,South,Ohio,Office Supplies,Art,280.88,2,0.02,50.12
CA-1548,2023-09-05,2023-09-11,CG-7495,Consumer,West,Ohio,Technology,Copiers,1055.69,2,0.02,115.47
CA-1549,2023-10-31,2023-11-09,CG-9534,Corporate,Central,Texas,Office Supplies,Storage,68.41,2,0.12,7.31
CA-1550,2023-10-14,2023-10-21,CG-8164,Consumer,West,Texas,Office Supplies,Labels,216.64,2,0.19,37.53
CA-1551,2023-09-03,2023-09-05,CG-4257,Corporate,East,Michigan,Furniture,Tables,613.52,7,0.23,98.1
CA-1552,2023-08-06,2023-08-10,CG-4381,Consumer,South,Illinois,Furniture,Furnishings,1287.45,2,0.14,138.93
CA-1553,2023-07-27,2023-07-28,CG-7233,Corporate,West,California,Office Supplies,Storage,278.19,6,0.07,35.62
CA-1554,2023-04-14,2023-04-16,CG-4159,Home Office,Central,Florida,Office Supplies,Storage,431.73,2,0.0,92.85
CA-1555,2023-07-23,2023-07-30,CG-1654,Corporate,Central,California,Technology,Phones,1167.21,4,0.19,-55.64
CA-1556,2023-12-28,2024-01-05,CG-7154,Home Office,South,Michigan,Technology,Accessories,1325.86,4,0.23,20.3
CA-1557,2023-04-18,2023-04-23,CG-8311,Home Office,West,Illinois,Furniture,Chairs,719.96,7,0.06,54.99
CA-1558,2023-07-08,2023-07-12,CG-8688,Home Office,West,Texas,Furniture,Furnishings,724.16,5,0.09,14.97
CA-1559,2023-01-12,2023-01-17,CG-3415,Corporate,Central,Ohio,Technology,Phones,1958.54,2,0.23,307.44
CA-1560,2023-02-27,2023-03-05,CG-7821,Consumer,West,Georgia,Furniture,Furnishings,1393.13,3,0.06,387.23
CA-1561,2023-09-18,2023-09-21,CG-4681,Corporate,South,Texas,Office Supplies,Supplies,460.08,8,0.1,55.16
CA-1562,2023-04-11,2023-04-14,CG-9963,Consumer,West,Illinois,Office Supplies,Labels,474.37,9,0.1,108.63
CA-1563,2023-12-15,2023-12-24,CG-8334,Home Office,West,Texas,Technology,Copiers,611.0,4,0.09,93.06
CA-1564,2023-12-18,2023-12-19,CG-2173,Home Office,South,Michigan,Technology,Machines,1791.82,7,0.0,352.42
CA-1565,2023-05-12,2023-05-13,CG-6287,Home Office,West,Florida,Technology,Accessories,213.24,8,0.04,63.95
CA-1566,2023-02-17,2023-02-20,CG-8619,Home Office,East,Georgia,Furniture,Furnishings,603.61,9,0.24,72.41
CA-1567,2023-07-14,2023-07-20,CG-7851,Consumer,East,Texas,Furniture,Tables,772.78,1,0.03,58.56
CA-1568,2023-12-17,2023-12-24,CG-5428,Corporate,West,Florida,Technology,Accessories,1949.32,5,0.12,254.03
CA-1569,2023-02-14,2023-02-16,CG-9737,Corporate,East,Florida,Technology,Phones,562.53,9,0.05,84.36
CA-1570,2023-07-13,2023-07-18,CG-9154,Home Office,East,Michigan,Office Supplies,Storage,97.79,5,0.14,4.04
CA-1571,2023-05-08,2023-05-11,CG-4129,Consumer,Central,California,Furniture,Bookcases,990.28,5,0.02,89.47
CA-1572,2023-07-04,2023-07-08,CG-7752,Consumer,Central,Ohio,Technology,Accessories,722.46,2,0.0,235.1
CA-1573,2023-08-09,2023-08-10,CG-5222,Corporate,Central,Texas,Technology,Machines,1835.96,7,0.1,337.4
CA-1574,2023-03-21,2023-03-29,CG-6724,Corporate,South,Florida,Office Supplies,Art,446.32,5,0.04,103.15
CA-1575,2023-01-19,2023-01-20,CG-1997,Consumer,West,New York,Office Supplies,Storage,202.21,8,0.05,37.51
CA-1576,2023-02-24,2023-02-28,CG-3248,Consumer,East,Illinois,Technology,Copiers,1900.47,3,0.08,240.49
CA-1577,2023-12-03,2023-12-05,CG-9449,Home Office,South,Michigan,Technology,Machines,490.61,4,0.24,-63.41
CA-1578,2023-03-04,2023-03-08,CG-4459,Home Office,West,Illinois,Technology,Machines,717.52,7,0.16,44.27
CA-1579,2023-07-16,2023-07-20,CG-9720,Consumer,West,Florida,Technology,Copiers,1450.95,2,0.03,396.45
CA-1580,2023-10-13,2023-10-21,CG-3044,Home Office,South,Georgia,Furniture,Chairs,585.74,9,0.23,6.28
CA-1581,2023-08-02,2023-08-05,CG-6053,Consumer,Central,Florida,Furniture,Chairs,414.14,1,0.07,29.93
CA-1582,2023-04-13,2023-04-19,CG-2502,Corporate,Central,Ohio,Technology,Copiers,1754.18,7,0.26,-155.27
CA-1583,2023-09-11,2023-09-13,CG-3594,Home Office,Central,Texas,Office Supplies,Labels,203.29,9,0.07,64.41
CA-1584,2023-03-23,2023-03-28,CG-5911,Corporate,Central,Ohio,Technology,Copiers,781.38,2,0.16,116.04
CA-1585,2023-06-15,2023-06-22,CG-7523,Home Office,Central,California,Furniture,Bookcases,541.89,5,0.21,-60.32
CA-1586,2023-12-25,2023-12-27,CG-7130,Corporate,East,Georgia,Office Supplies,Supplies,491.84,4,0.12,-10.19
CA-1587,2023-09-09,2023-09-16,CG-2101,Home Office,South,Texas,Office Supplies,Art,302.11,3,0.06,87.37
CA-1588,2023-11-22,2023-11-24,CG-9879,Consumer,East,Michigan,Technology,Accessories,440.8,3,0.02,60.8
CA-1589,2023-05-25,2023-06-01,CG-4557,Consumer,Central,Texas,Office Supplies,Labels,360.53,4,0.06,57.43
CA-1590,2023-01-04,2023-01-12,CG-4395,Home Office,South,New York,Furniture,Chairs,195.25,6,0.11,14.2
CA-1591,2023-10-29,2023-11-04,CG-3581,Consumer,Central,Michigan,Furniture,Bookcases,989.88,2,0.0,217.58
CA-1592,2023-04-17,2023-04-24,CG-9684,Home Office,South,Florida,Office Supplies,Supplies,366.24,4,0.26,-51.19
CA-1593,2023-09-25,2023-10-03,CG-9714,Corporate,West,California,Office Supplies,Supplies,288.96,3,0.14,16.7
CA-1594,2023-11-23,2023-11-28,CG-7559,Corporate,East,Florida,Office Supplies,Labels,35.07,7,0.09,10.17
CA-1595,2023-01-20,2023-01-29,CG-4990,Corporate,East,Michigan,Furniture,Furnishings,286.6,1,0.14,3.59
CA-1596,2023-04-01,2023-04-07,CG-6408,Corporate,East,Michigan,Office Supplies,Supplies,65.84,1,0.25,1.51
CA-1597,2023-10-05,2023-10-07,CG-5777,Home Office,West,Georgia,Office Supplies,Art,51.78,5,0.13,2.97
CA-1598,2023-05-03,2023-05-05,CG-6956,Home Office,West,Michigan,Office Supplies,Art,81.3,2,0.16,6.64
CA-1599,2023-04-02,2023-04-07,CG-3500,Home Office,West,Florida,Furniture,Bookcases,542.04,7,0.04,74.43
CA-1600,2023-08-14,2023-08-19,CG-8170,Home Office,Central,Texas,Technology,Accessories,1524.66,6,0.19,16.09
CA-1601,2023-03-05,2023-03-09,CG-5161,Home Office,West,Ohio,Office Supplies,Labels,365.41,5,0.12,29.95
CA-1602,2023-04-01,2023-04-05,CG-8210,Home Office,South,Texas,Technology,Phones,1125.61,3,0.2,224.77
CA-1603,2023-03-25,2023-03-28,CG-1229,Home Office,South,Texas,Office Supplies,Art,353.73,5,0.26,-6.51
CA-1604,2023-07-08,2023-07-10,CG-6820,Corporate,West,California,Technology,Machines,1844.98,3,0.14,116.65
CA-1605,2023-12-12,2023-12-18,CG-5958,Home Office,Central,Texas,Furniture,Tables,1033.71,1,0.0,143.0
CA-1606,2023-01-13,2023-01-21,CG-3823,Home Office,South,Illinois,Office Supplies,Art,371.04,6,0.25,41.37
CA-1607,2023-04-07,2023-04-12,CG-8225,Home Office,Central,Ohio,Furniture,Furnishings,1375.57,5,0.23,-155.96
CA-1608,2023-10-29,2023-10-31,CG-9740,Consumer,West,Michigan,Furniture,Bookcases,1057.3,6,0.06,106.25
CA-1609,2023-12-08,2023-12-15,CG-6192,Home Office,West,Michigan,Furniture,Furnishings,835.62,6,0.06,282.98
CA-1610,2023-09-06,2023-09-14,CG-1282,Consumer,East,Illinois,Technology,Phones,1326.17,8,0.22,106.18
CA-1611,2023-02-27,2023-03-01,CG-9828,Consumer,West,Illinois,Technology,Phones,339.34,4,0.1,32.43
CA-1612,2023-11-10,2023-11-16,CG-2235,Consumer,East,Texas,Office Supplies,Art,418.88,6,0.22,54.87
CA-1613,2023-03-06,2023-03-07,CG-6335,Consumer,South,California,Furniture,Furnishings,1435.51,9,0.05,378.57
CA-1614,2023-10-28,2023-10-29,CG-2603,Home Office,East,New York,Technology,Phones,656.08,9,0.11,160.46
CA-1615,2023-10-26,2023-10-31,CG-4787,Home Office,West,Texas,Technology,Machines,1971.08,9,0.11,321.31
CA-1616,2023-01-07,2023-01-08,CG-9867,Corporate,West,Illinois,Technology,Machines,1832.57,7,0.07,360.6
CA-1617,2023-10-15,2023-10-16,CG-5402,Home Office,Central,Ohio,Office Supplies,Supplies,80.5,9,0.15,8.01
CA-1618,2023-01-22,2023-01-30,CG-2487,Home Office,West,Florida,Furniture,Chairs,862.98,4,0.28,59.82
CA-1619,2023-06-18,2023-06-20,CG-5766,Corporate,East,Illinois,Technology,Accessories,678.98,6,0.05,120.61
CA-1620,2023-08-31,2023-09-09,CG-3542,Home Office,East,California,Furniture,Tables,1068.49,1,0.3,11.03
CA-1621,2023-01-02,2023-01-05,CG-9697,Consumer,South,New York,Furniture,Tables,635.97,7,0.07,36.99
CA-1622,2023-04-16,2023-04-17,CG-8281,Consumer,West,Texas,Furniture,Chairs,453.97,4,0.26,-36.9
CA-1623,2023-05-23,2023-05-29,CG-1074,Corporate,West,Georgia,Furniture,Furnishings,977.45,9,0.03,333.09
CA-1624,2023-09-27,2023-09-30,CG-5207,Home Office,East,Ohio,Office Supplies,Supplies,32.64,2,0.27,-3.94
CA-1625,2023-11-09,2023-11-15,CG-5652,Consumer,Central,Georgia,Office Supplies,Storage,483.07,5,0.03,147.73
CA-1626,2023-05-17,2023-05-18,CG-5675,Corporate,South,Ohio,Office Supplies,Supplies,393.05,9,0.08,19.48
CA-1627,2023-01-25,2023-01-28,CG-7719,Consumer,South,Florida,Technology,Accessories,297.83,2,0.02,28.58
CA-1628,2023-01-31,2023-02-02,CG-2790,Corporate,West,Ohio,Furniture,Tables,188.46,8,0.05,29.43
CA-1629,2023-02-24,2023-02-27,CG-3032,Consumer,South,Texas,Furniture,Tables,1302.51,6,0.24,51.72
CA-1630,2023-01-11,2023-01-18,CG-1490,Corporate,East,Texas,Furniture,Furnishings,230.98,6,0.08,35.05
CA-1631,2023-09-12,2023-09-20,CG-5423,Corporate,West,Georgia,Furniture,Bookcases,1292.21,9,0.2,4.8
CA-1632,2023-07-30,2023-08-06,CG-5264,Home Office,Central,Michigan,Office Supplies,Labels,233.14,2,0.0,52.36
CA-1633,2023-10-16,2023-10-19,CG-8856,Consumer,South,California,Technology,Copiers,1663.66,8,0.07,361.67
CA-1634,2023-10-09,2023-10-14,CG-4215,Corporate,South,Illinois,Furniture,Bookcases,727.32,2,0.06,164.93
CA-1635,2023-07-24,2023-07-31,CG-1105,Consumer,East,Michigan,Furniture,Chairs,892.19,1,0.26,98.72
CA-1636,2023-08-04,2023-08-06,CG-2561,Home Office,West,Michigan,Office Supplies,Storage,237.33,6,0.25,-2.51
CA-1637,2023-05-20,2023-05-23,CG-2524,Corporate,East,New York,Technology,Copiers,876.48,2,0.28,-36.26
CA-1638,2023-07-02,2023-07-11,CG-8610,Home Office,Central,Texas,Furniture,Chairs,1407.01,2,0.04,249.11
CA-1639,2023-11-22,2023-11-29,CG-1964,Consumer,South,New York,Office Supplies,Labels,160.16,5,0.29,-16.42
CA-1640,2023-05-09,2023-05-11,CG-1028,Consumer,West,Texas,Furniture,Chairs,669.66,8,0.12,135.92
CA-1641,2023-05-23,2023-06-01,CG-2906,Home Office,Central,Texas,Furniture,Furnishings,1083.37,3,0.1,0.62
CA-1642,2023-08-20,2023-08-23,CG-8766,Corporate,East,Michigan,Furniture,Furnishings,162.8,3,0.19,29.27
CA-1643,2023-05-29,2023-06-07,CG-3553,Consumer,West,New York,Office Supplies,Labels,209.17,4,0.02,58.04
CA-1644,2023-09-01,2023-09-04,CG-9802,Home Office,Central,Texas,Office Supplies,Art,484.42,5,0.09,144.81
CA-1645,2023-12-13,2023-12-14,CG-8690,Corporate,Central,Georgia,Furniture,Bookcases,1003.21,5,0.29,-34.03
CA-1646,2023-12-09,2023-12-18,CG-1940,Corporate,Central,California,Technology,Accessories,289.12,5,0.25,-41.29
CA-1647,2023-12-07,2023-12-11,CG-1818,Home Office,West,Ohio,Office Supplies,Storage,256.58,6,0.1,63.82
CA-1648,2023-09-18,2023-09-21,CG-7830,Consumer,West,New York,Technology,Copiers,1572.56,2,0.19,-19.01
CA-1649,2023-11-05,2023-11-09,CG-8027,Home Office,West,Michigan,Office Supplies,Storage,74.91,2,0.2,10.77
CA-1650,2023-11-28,2023-12-05,CG-8135,Consumer,East,Michigan,Office Supplies,Supplies,48.75,9,0.03,3.62
CA-1651,2023-01-15,2023-01-19,CG-4161,Consumer,South,Illinois,Office Supplies,Supplies,359.69,8,0.24,-9.04
CA-1652,2023-03-01,2023-03-08,CG-3233,Home Office,Central,Texas,Office Supplies,Storage,381.85,1,0.02,51.1
CA-1653,2023-04-03,2023-04-07,CG-6649,Corporate,South,Illinois,Technology,Copiers,1049.42,7,0.1,15.79
CA-1654,2023-03-14,2023-03-15,CG-8875,Consumer,East,California,Technology,Accessories,1835.02,8,0.15,99.58
CA-1655,2023-11-26,2023-12-04,CG-2447,Consumer,South,New York,Office Supplies,Storage,235.73,1,0.01,43.94
CA-1656,2023-01-12,2023-01-15,CG-2672,Consumer,West,Texas,Technology,Copiers,700.6,9,0.15,23.49
CA-1657,2023-04-02,2023-04-07,CG-9428,Consumer,East,New York,Office Supplies,Labels,175.98,1,0.28,16.11
CA-1658,2023-01-26,2023-02-04,CG-4513,Corporate,East,Ohio,Technology,Machines,1677.65,8,0.06,214.48
CA-1659,2023-01-24,2023-01-30,CG-6993,Home Office,West,New York,Office Supplies,Art,142.17,9,0.2,28.3
CA-1660,2023-03-27,2023-03-30,CG-7546,Corporate,West,Florida,Technology,Accessories,1999.03,1,0.24,33.79
CA-1661,2023-01-15,2023-01-20,CG-9405,Consumer,South,Illinois,Office Supplies,Labels,47.97,2,0.19,5.05
CA-1662,2023-11-02,2023-11-08,CG-4345,Home Office,South,Texas,Technology,Accessories,1048.38,2,0.03,346.24
CA-1663,2023-02-19,2023-02-25,CG-9266,Corporate,South,California,Technology,Accessories,1243.59,3,0.02,129.05
CA-1664,2023-10-22,2023-10-31,CG-2174,Consumer,East,New York,Technology,Accessories,1398.17,5,0.05,201.22
CA-1665,2023-05-21,2023-05-26,CG-9434,Corporate,Central,California,Furniture,Bookcases,893.13,5,0.04,65.37
CA-1666,2023-08-29,2023-08-30,CG-2422,Home Office,South,Texas,Office Supplies,Art,14.91,4,0.17,0.42
CA-1667,2023-12-03,2023-12-10,CG-9420,Corporate,Central,Ohio,Office Supplies,Storage,17.69,6,0.09,0.91
CA-1668,2023-10-07,2023-10-13,CG-6432,Corporate,Central,Georgia,Technology,Accessories,1349.61,8,0.07,377.39
CA-1669,2023-12-29,2024-01-06,CG-4793,Home Office,South,Illinois,Office Supplies,Labels,328.62,3,0.23,48.58
CA-1670,2023-07-25,2023-07-27,CG-5381,Corporate,East,Illinois,Furniture,Furnishings,440.94,4,0.23,48.11
CA-1671,2023-11-24,2023-12-01,CG-3523,Home Office,South,Texas,Furniture,Chairs,1217.83,8,0.06,186.21
CA-1672,2023-02-22,2023-02-24,CG-7035,Corporate,Central,Texas,Office Supplies,Supplies,201.22,7,0.15,-9.42
CA-1673,2023-03-24,2023-04-01,CG-1209,Home Office,South,Georgia,Technology,Phones,587.92,2,0.16,93.43
